NUMERO_CARTE,NOM_FICHIER,DATEPUBF,DATSUPF,ECHELLE,EDIT,FORMAT,ZONE,PAYS,REGION,AUTEUR,AURSECD,lien,LONGWEST,LONGEST,LATSUD,LATNORD
377,CM_377_Pub_1801,1801,1874,1/15 200,Dépôt Général de la Marine.,DA (56 x 40 cm),"ATLANTIQUE,ANTILLES (Mer)",PORTO RICO,SAINT-JUAN-DE-PORTO-RICO (Port),CHURRUCA (Don Cosme de),"COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_377_Pub_1801/file/ARCHIVES_CM_377_Pub_1801.7z,,,,
377,CM_377_Pub_1801_Ed_1869,1801,1874,1/15 200,Dépôt des Cartes et Plans de la Marine.,DA (56 x 40 cm),"ATLANTIQUE,ANTILLES (Mer)",PORTO RICO,SAINT-JUAN-DE-PORTO-RICO (Port),CHURRUCA (Don Cosme de),"COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_377_Pub_1801_Ed_1869/file/ARCHIVES_CM_377_Pub_1801_Ed_1869.7z,,,,
378,CM_378_Pub_1831,1831,0,1/10 150,Dépôt Général de la Marine.,DA (61 x 45 cm),"ATLANTIQUE,ANTILLES (Mer)",,"SAINT-MARTIN (île), MARIGOT (Rade)","CHRESTIEN DE POLY,DUPOTET","CAPLIN,HACQ",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_378_Pub_1831/file/ARCHIVES_CM_378_Pub_1831.7z,,,,
379,CM_379_Pub_1758,1758,0,1/60 400,"Dépôt des Cartes, Plans et Journaux de la Marine.",GA (85 x 57 cm),"ATLANTIQUE,ANTILLES (Mer)",,"SAINT-CHRISTOPHE (île), NIEVES (île), NEVIS (île)",BELLIN,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_379_Pub_1758/file/ARCHIVES_CM_379_Pub_1758.7z,,,,
380,CM_380_Pub_1758,1758,0,1/96 500,"Dépôt des Cartes, Plans et Journaux de la Marine.",DA (56 x 41 cm),"ATLANTIQUE,ANTILLES (Mer)",ANTIGUA (île),ANTIGUE,BELLIN,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_380_Pub_1758/file/ARCHIVES_CM_380_Pub_1758.7z,,,,
381,CM_381_Pub_1759,1759,0,1/194 400,"Dépôt des Cartes, Plans et Journaux de la Marine.",GA (85 x 57 cm),"ATLANTIQUE,ANTILLES (Mer)",GUADELOUPE,"MARIE GALANTE (île), SAINTES (îles)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_381_Pub_1759/file/ARCHIVES_CM_381_Pub_1759.7z,,,,
382,CM_382_Pub_1818,1818,1873,1/19 000,Dépôt Général de la Marine.,DA (56 x 42 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, SAINTES (îles)",GAUTTIER (Pre),"COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_382_Pub_1818/file/ARCHIVES_CM_382_Pub_1818.7z,,,,
382,CM_382_Pub_1818_Ed_1867,1818,1873,1/19 000,Dépôt Général de la Marine.,DA (56 x 42 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, SAINTES (îles)",GAUTTIER (Pre),"COLLIN (E),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_382_Pub_1818_Ed_1867/file/ARCHIVES_CM_382_Pub_1818_Ed_1867.7z,,,,
383,CM_383_Pub_1831_Corr_1868,1831,1986,1/78 890,Dépôt Général de la Marine.,GA (88 X 61 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,ANTILLES,"MONNIER,LE BOURGUIGNON-DUPERRE","COLLIN (E.Fils),HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_383_Pub_1831_Corr_1868/file/ARCHIVES_CM_383_Pub_1831_Corr_1868.7z,,,,
383,CM_383_Pub_1831_Ed_1877_Corr_1928,1831,1986,1/78 890,Dépôt Général de la Marine.,GA (88 X 61 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,ANTILLES,"MONNIER,LE BOURGUIGNON-DUPERRE","COLLIN (E.Fils),HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_383_Pub_1831_Ed_1877_Corr_1928/file/ARCHIVES_CM_383_Pub_1831_Ed_1877_Corr_1928.7z,,,,
383,CM_383_Pub_1831_Ed_1955_Corr_1985,1831,1986,1/78 890,"Service Hydrographique de la Marine, Paris.",GA (88 X 61 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,ANTILLES,"MONNIER,LE BOURGUIGNON-DUPERRE","COLLIN (E.Fils),HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_383_Pub_1831_Ed_1955_Corr_1985/file/ARCHIVES_CM_383_Pub_1831_Ed_1955_Corr_1985.7z,,,,
384,CM_384_Pub_1828,1828,1986,1/46 710,Dépôt Général de la Marine.,GA (86 x 56 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, MARTINIQUE (Côte Est), MARIGOT (Pointe), VAUCLIN (Pointe)","MONNIER,LE BOURGUIGNON-DUPERRE","CHASSANT,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_384_Pub_1828/file/ARCHIVES_CM_384_Pub_1828.7z,,,,
384,CM_384_Pub_1828_Ed_1886_Corr_1914,1828,1986,1/46 710,Dépôt Général de la Marine.,GA (86 x 56 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, MARTINIQUE (Côte Est), MARIGOT (Pointe), VAUCLIN (Pointe)","MONNIER,LE BOURGUIGNON-DUPERRE","CHASSANT,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_384_Pub_1828_Ed_1886_Corr_1914/file/ARCHIVES_CM_384_Pub_1828_Ed_1886_Corr_1914.7z,,,,
384,CM_384_Pub_1828_Ed_1967_Corr_1985,1828,1986,1/46 710,"Service Hydrographique de la Marine, Paris.",GA (86 x 56 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, MARTINIQUE (Côte Est), MARIGOT (Pointe), VAUCLIN (Pointe)","MONNIER,LE BOURGUIGNON-DUPERRE","CHASSANT,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_384_Pub_1828_Ed_1967_Corr_1985/file/ARCHIVES_CM_384_Pub_1828_Ed_1967_Corr_1985.7z,,,,
385,CM_385_Pub_1829_Ed_1886_Corr_1908,1829,1985,1/47 700,Dépôt Général de la Marine.,GA (85 x 56 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, MARTINIQUE (Côte Sud), VAUCLIN (Pointe), NEGRES (Pointe), VAUCLIN (Pointe).","MONNIER,LE BOURGUIGNON-DUPERRE",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_385_Pub_1829_Ed_1886_Corr_1908/file/ARCHIVES_CM_385_Pub_1829_Ed_1886_Corr_1908.7z,,,,
385,CM_385_Pub_1829_Ed_1967_Corr_1985,1829,1985,1/46 800,"Service Hydrographique de la Marine, Paris.",GA (85 x 56 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, MARTINIQUE (Côte Sud), VAUCLIN (Pointe), NEGRES (Pointe), VAUCLIN (Pointe).","MONNIER,LE BOURGUIGNON-DUPERRE",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_385_Pub_1829_Ed_1967_Corr_1985/file/ARCHIVES_CM_385_Pub_1829_Ed_1967_Corr_1985.7z,,,,
386,CM_386_Pub_1829,1829,1986,1/46 800,Dépôt Général de la Marine.,GA (86 x56 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, MARTINIQUE (Côte Nord), MARIGOT (Pointe), NEGRE (Pointe), NEGRE (Point)","MONNIER,LE BOURGUIGNON-DUPERRE","CAPLIN,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_386_Pub_1829/file/ARCHIVES_CM_386_Pub_1829.7z,,,,
386,CM_386_Pub_1829_Ed_1886_Corr_1919,1829,1986,1/46 800,Dépôt Général de la Marine.,GA (86 x56 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, MARTINIQUE (Côte Nord), MARIGOT (Pointe), NEGRE (Pointe), NEGRE (Point)","MONNIER,LE BOURGUIGNON-DUPERRE","CAPLIN,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_386_Pub_1829_Ed_1886_Corr_1919/file/ARCHIVES_CM_386_Pub_1829_Ed_1886_Corr_1919.7z,,,,
386,CM_386_Pub_1829_Ed_1964_Corr_1985,1829,1986,1/46 800,"Service Hydrographique de la Marine, Paris.",GA (86 x56 cm),"ATLANTIQUE,ANTILLES (Mer)",,"ANTILLES, MARTINIQUE (Côte Nord), MARIGOT (Pointe), NEGRE (Pointe), NEGRE (Point)","MONNIER,LE BOURGUIGNON-DUPERRE","CAPLIN,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_386_Pub_1829_Ed_1964_Corr_1985/file/ARCHIVES_CM_386_Pub_1829_Ed_1964_Corr_1985.7z,,,,
387,CM_387_Pub_1827,1827,1940,1/14 400,Dépôt Général de la Marine.,GA (87 x 61 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, FORT-ROYAL (Baie)","MONNIER,LE BOURGUIGNON-DUPERRE","COLLIN (C.E.Fils),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_387_Pub_1827/file/ARCHIVES_CM_387_Pub_1827.7z,,,,
387,CM_387_Pub_1827_Ed_1882_Corr_1883,1827,1940,1/14 400,Dépôt Général de la Marine.,GA (87 x 61 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, FORT-ROYAL (Baie)","MONNIER,LE BOURGUIGNON-DUPERRE","COLLIN (C.E.Fils),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_387_Pub_1827_Ed_1882_Corr_1883/file/ARCHIVES_CM_387_Pub_1827_Ed_1882_Corr_1883.7z,,,,
387,CM_387_Pub_1827_Ed_1935_Corr_1939,1827,1940,1/14 400,"Dépôt Général de la Marine, Paris.",GA (87 x 61 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, FORT-ROYAL (Baie)","MONNIER,LE BOURGUIGNON-DUPERRE","COLLIN (C.E.Fils),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_387_Pub_1827_Ed_1935_Corr_1939/file/ARCHIVES_CM_387_Pub_1827_Ed_1935_Corr_1939.7z,,,,
388,CM_388_Pub_1827,1827,1946,1/7 300,Dépôt Général de la Marine.,DA (57 x 41 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, SAINT-PIERRE (Rade)","MONNIER,LE BOURGUIGNON-DUPERRE","CAPLIN,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_388_Pub_1827/file/ARCHIVES_CM_388_Pub_1827.7z,,,,
388,CM_388_Pub_1827_Ed_1882_Corr_1889,1827,1946,1/7 300,Dépôt Général de la Marine.,DA (57 x 41 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, SAINT-PIERRE (Rade)","MONNIER,LE BOURGUIGNON-DUPERRE","CAPLIN,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_388_Pub_1827_Ed_1882_Corr_1889/file/ARCHIVES_CM_388_Pub_1827_Ed_1882_Corr_1889.7z,,,,
388,CM_388_Pub_1827_Ed_1894_Corr_1936,1827,1946,1/7 300,"Dépôt Général de la Marine, Paris.",DA (57 x 41 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, SAINT-PIERRE (Rade)","MONNIER,LE BOURGUIGNON-DUPERRE","CAPLIN,BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_388_Pub_1827_Ed_1894_Corr_1936/file/ARCHIVES_CM_388_Pub_1827_Ed_1894_Corr_1936.7z,,,,
389,CM_389_Pub_1827,1827,1987,1/14 400,Dépôt Général de la Marine.,DA (55 x 40 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, TRINITE (Havre)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_389_Pub_1827/file/ARCHIVES_CM_389_Pub_1827.7z,,,,
389,CM_389_Pub_1827_Ed_1967_Corr_1985,1827,1987,1/14 400,"Service Hydrographique de la Marine, Paris.",DA (55 x 40 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, TRINITE (Havre)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_389_Pub_1827_Ed_1967_Corr_1985/file/ARCHIVES_CM_389_Pub_1827_Ed_1967_Corr_1985.7z,,,,
389,CM_389_Pub_1827_Remp_1937_Corr_1949,1827,1987,1/14 400,Dépôt Général de la Marine.,DA (55 x 40 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, TRINITE (Havre)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_389_Pub_1827_Remp_1937_Corr_1949/file/ARCHIVES_CM_389_Pub_1827_Remp_1937_Corr_1949.7z,,,,
390,CM_390_Pub_1828,1828,1987,1/14 400,Dépôt Général de la Marine.,GA (91 x 61 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, ROBERT (Havre), FRANCOIS (Havre)","MONNIER,LE BOURGUIGNON-DUPERRE","COLLIN (E.Fils),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_390_Pub_1828/file/ARCHIVES_CM_390_Pub_1828.7z,,,,
390,CM_390_Pub_1828_Ed_1885_Corr_1915,1828,1987,1/14 400,Dépôt Général de la Marine.,GA (91 x 61 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, ROBERT (Havre), FRANCOIS (Havre)","MONNIER,LE BOURGUIGNON-DUPERRE","COLLIN (E.Fils),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_390_Pub_1828_Ed_1885_Corr_1915/file/ARCHIVES_CM_390_Pub_1828_Ed_1885_Corr_1915.7z,,,,
390,CM_390_Pub_1828_Ed_1966_Corr_1985,1828,1987,1/14 400,"Service Hydrographique de la Marine, Paris.",GA (91 x 61 cm),"ATLANTIQUE,ANTILLES (Mer)",MARTINIQUE,"ANTILLES, ROBERT (Havre), FRANCOIS (Havre)","MONNIER,LE BOURGUIGNON-DUPERRE","COLLIN (E.Fils),BESANCON",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_390_Pub_1828_Ed_1966_Corr_1985/file/ARCHIVES_CM_390_Pub_1828_Ed_1966_Corr_1985.7z,,,,
688,CM_688_Pub_1827,1827,0,1/26 100,Dépôt Général de la Marine.,DA (48 x 35 cm),PACIFIQUE,POLYNESIE FRANCAISE,"SOCIETE (îles), MAUPITI (île)","DE BLOSSEVILLE (J),DUPERREY (Louis Isidore),HACQ (J.M),TARDIEU (Ambroise)","TARDIEU (Ambroise),HACQ",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_688_Pub_1827/file/ARCHIVES_CM_688_Pub_1827.7z,,,,
835,CM_835_Pub_1836,1836,1930,1/14 400,Dépôt Général de la Marine.,DA (56 x 40 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),"SAINT-MALO (Baie), SAINT-BRIAC (Abords).","BEAUTEMPS-BEAUPRE (Charles-François),DUPERRE,HACQ (J.M),MICHEL","MICHEL,HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_835_Pub_1836/file/ARCHIVES_CM_835_Pub_1836.7z,,,,
836,CM_836_Pub_1836_Ed_1843,1836,0,1/14 400,Dépôt Général de la Marine.,DA (56 x 40 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),GRANVILLE (Abords),"DE MACKAU,CHRESTIEN DE POLY,DUJARDIN (Louis),LE GUILLOUX,NORMAND,DUPERRE,HACQ (J.M),CHASSANT","CHASSANT,HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_836_Pub_1836_Ed_1843/file/ARCHIVES_CM_836_Pub_1836_Ed_1843.7z,,,,
836,CM_836_Pub_1836_Ed_1884,1836,0,1/14 400,Dépôt Général de la Marine.,DA (56 x 40 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),GRANVILLE (Abords),"DE MACKAU,CHRESTIEN DE POLY,DUJARDIN (Louis),LE GUILLOUX,NORMAND,DUPERRE,HACQ (J.M),CHASSANT","CHASSANT,HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_836_Pub_1836_Ed_1884/file/ARCHIVES_CM_836_Pub_1836_Ed_1884.7z,,,,
836,CM_836_Pub_1836_Ed_1926_Corr_1937,1836,0,1/14 400,Dépôt Général de la Marine.,DA (56 x 40 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),GRANVILLE (Abords),"DE MACKAU,CHRESTIEN DE POLY,DUJARDIN (Louis),LE GUILLOUX,NORMAND,DUPERRE,HACQ (J.M),CHASSANT","CHASSANT,HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_836_Pub_1836_Ed_1926_Corr_1937/file/ARCHIVES_CM_836_Pub_1836_Ed_1926_Corr_1937.7z,,,,
837,CM_837_Pub_1836,1836,0,1/1 176 900,Dépôt Général de la Marine.,GA (85 x 61 cm),ATLANTIQUE,ISLANDE,FEROE (îles),"ROHDE (L.J),CHRESTIEN DE POLY,DUPERRE,HACQ (J.M),CHASSANT","CHASSANT,HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_837_Pub_1836/file/ARCHIVES_CM_837_Pub_1836.7z,,,,
837,CM_837_Pub_1836_Ed_1913_Corr_1920,1836,0,1/1 176 900,Dépôt Général de la Marine.,GA (85 x 61 cm),ATLANTIQUE,ISLANDE,FEROE (îles),"ROHDE (L.J),CHRESTIEN DE POLY,DUPERRE,HACQ (J.M),CHASSANT","CHASSANT,HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_837_Pub_1836_Ed_1913_Corr_1920/file/ARCHIVES_CM_837_Pub_1836_Ed_1913_Corr_1920.7z,,,,
838,CM_838_Pub_1836_Ed_1857,1836,1875,1/670 500,Dépôt Général de la Marine.,GA (86 x 57 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)","ALGERIE,TUNISIE,SARDAIGNE","ALGER, GALITE (île)","LE SAULNIER DE VAUHELLO,DE BRIGNAC,SOLEIROL,DUPERRE,HACQ (J.M),COLLIN E","COLLIN (C.E),HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_838_Pub_1836_Ed_1857/file/ARCHIVES_CM_838_Pub_1836_Ed_1857.7z,,,,
838,CM_838_Pub_1836_Ed_1869_Corr_1870,1836,1875,1/670 500,Dépôt Général de la Marine.,GA (86 x 57 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)","ALGERIE,TUNISIE,SARDAIGNE","ALGER, GALITE (île)","LE SAULNIER DE VAUHELLO,DE BRIGNAC,SOLEIROL,DUPERRE,HACQ (J.M),COLLIN E","COLLIN (C.E),HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_838_Pub_1836_Ed_1869_Corr_1870/file/ARCHIVES_CM_838_Pub_1836_Ed_1869_Corr_1870.7z,,,,
839,CM_839_Pub_1836,1836,1893,1/14 400,Dépôt Général de la Marine.,GA (85 x 59 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),SAINT-MALO (Abords),"DENHAM (H.M),HACQ (J.M),TARDIEU (Ambroise)","TARDIEU (Ambroise),HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_839_Pub_1836/file/ARCHIVES_CM_839_Pub_1836.7z,,,,
839,CM_839_Pub_1836_Ed_1870,1836,1893,1/14 400,Dépôt Général de la Marine.,GA (85 x 59 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),SAINT-MALO (Abords),"DENHAM (H.M),HACQ (J.M),TARDIEU (Ambroise)","TARDIEU (Ambroise),HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_839_Pub_1836_Ed_1870/file/ARCHIVES_CM_839_Pub_1836_Ed_1870.7z,,,,
839,CM_839_Pub_1836_Ed_1891,1836,1893,1/14 400,Dépôt Général de la Marine.,GA (85 x 59 cm),"ATLANTIQUE,MANCHE",FRANCE (Côte Nord),SAINT-MALO (Abords),"DENHAM (H.M),HACQ (J.M),TARDIEU (Ambroise)","TARDIEU (Ambroise),HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_839_Pub_1836_Ed_1891/file/ARCHIVES_CM_839_Pub_1836_Ed_1891.7z,,,,
840,CM_840_Pub_1836,1836,1880,1/2 850 600,Dépôt Général de la Marine.,DA (58 x 40 cm),"PACIFIQUE,AMERIQUE DU NORD (Côte Ouest),AMERIQUE DU NORD (Côte Ouest)",MEXIQUE (Côte Ouest),"SAINT LUCAS (Cap), ACAPULCO","BEAUTEMPS-BEAUPRE (Charles-François),DUCAMPE DE ROSAMEL,DEGAULE,HACQ (J.M),COLLIN E","COLLIN (C.E),HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_840_Pub_1836/file/ARCHIVES_CM_840_Pub_1836.7z,,,,
841,CM_841_Pub_1836_Ed_1861,1836,1879,1/687 400,Dépôt Général de la Marine.,GA (85 x 56 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)","ESPAGNE (Côte Sud-Est),MAROC,ALGERIE","ZAFARINES (îles), ALGER","DAUSSY (Pierre),DUPERRE,ELWON (T),PINCHING (H.N),MORESBY (R),HAINES,HACQ (J.M),CHASSANT",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_841_Pub_1836_Ed_1861/file/ARCHIVES_CM_841_Pub_1836_Ed_1861.7z,,,,
841,CM_841_Pub_1836_Ed_1870,1836,1879,1/687 400,Dépôt Général de la Marine.,GA (85 x 56 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)","ESPAGNE (Côte Sud-Est),MAROC,ALGERIE","ZAFARINES (îles), ALGER","DAUSSY (Pierre),DUPERRE,ELWON (T),PINCHING (H.N),MORESBY (R),HAINES,HACQ (J.M),CHASSANT",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_841_Pub_1836_Ed_1870/file/ARCHIVES_CM_841_Pub_1836_Ed_1870.7z,,,,
842,CM_842_Pub_1836,1836,0,1/14 400,Dépôt Général de la Marine.,DA (57 x 41 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)",LIBYE,TRIPOLI (Port),"DAUSSY (Pierre),DUPERRE,ELWON (T),PINCHING (H.N),MORESBY (R),HAINES,HACQ (J.M),CHASSANT",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_842_Pub_1836/file/ARCHIVES_CM_842_Pub_1836.7z,,,,
843,CM_843_Pub_1836,1836,1887,,Dépôt Général de la Marine.,QA (31 x 22 cm),"PACIFIQUE,AMERIQUE DU SUD (Côte Ouest),AMERIQUE DU SUD (Côte Ouest)",CHILI,COQUIMBO (Baie),"DAUSSY (Pierre),DUPERRE,MORESBY (R),ELWON (T),HACQ (J.M),CHASSANT","CHASSANT,HACQ (J.M)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_843_Pub_1836/file/ARCHIVES_CM_843_Pub_1836.7z,,,,
