NUMERO_CARTE,NOM_FICHIER,DATEPUBF,DATSUPF,ECHELLE,EDIT,FORMAT,ZONE,PAYS,REGION,AUTEUR,AURSECD,lien,LONGWEST,LONGEST,LATSUD,LATNORD
3379,CM_3379_Pub_1874_Ed_1911_Remp_1933_Corr_1939,1874,1939,1/10 000,Dépôt des Cartes et Plans de la Marine.,DA (60 x 44 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)",ALGERIE,"NEMOURS (Port), DJEMA GAZOUAT (Port), GHAZAOUET (Port)","MOUCHEZ (E),TURQUET,BOISTEL,CHARNOZ,VINCENT,BONNAFFE,SELLIER,PEPHAU",DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3388_Pub_1874_Corr_1876/file/ARCHIVES_CM_3388_Pub_1874_Corr_1876.7z,-1.8930556,-1.8280556,35.0894443999999,35.1288889
3388,CM_3388_Pub_1874_Corr_1876,1874,2010,1/681 000,Dépôt des Cartes et Plans de la Marine.,GA (92 x 60 cm),ATLANTIQUE,"PORTUGAL (Côte Ouest),PORTUGAL (Côte Sud)","MINHO (Rio), GUADIANA (Rio)",VIDALIN (F),"GERIN,NAUDIN,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3388_Pub_1874_Ed_1937/file/ARCHIVES_CM_3388_Pub_1874_Ed_1937.7z,-12.1,-7.3333333,36.5499999999999,42.2916667
3388,CM_3388_Pub_1874_Ed_1937,1874,2010,1/681 000,Dépôt des Cartes et Plans de la Marine.,GA (92 x 60 cm),ATLANTIQUE,"PORTUGAL (Côte Ouest),PORTUGAL (Côte Sud)","MINHO (Rio), GUADIANA (Rio)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3388_Pub_1874_Ed_1954_GC_1978_Corr_1995/file/ARCHIVES_CM_3388_Pub_1874_Ed_1954_GC_1978_Corr_1995.7z,-12.1,-7.3333333,36.5499999999999,42.2916667
3388,CM_3388_Pub_1874_Ed_1954_GC_1978_Corr_1995,1874,2010,1/681 000,"Service Hydrographique et Océanographique de la Marine, Paris.",GA (92 x 60 cm),ATLANTIQUE,"PORTUGAL (Côte Ouest),PORTUGAL (Côte Sud)","MINHO (Rio), GUADIANA (Rio)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3389_Pub_1874/file/ARCHIVES_CM_3389_Pub_1874.7z,-12.1,-7.3333333,36.5499999999999,42.2916667
3389,CM_3389_Pub_1874,1874,1979,1/20 000,Dépôt des Cartes et Plans de la Marine.,DA (59 x 46 cm),"PACIFIQUE,INTERIEURE (Mer)",JAPON,"SETO UTCHI, SETO NAIKAI, HARIMA NADA, SAKOSHI (Baie), OO-URA (Baie), MOROTSU (Baie)","DUPRE,BANARE (A),BESSON (A),TESSIER (J)",DUFOUR (F),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3389_Pub_1874_Corr_1904/file/ARCHIVES_CM_3389_Pub_1874_Corr_1904.7z,134.41,134.5083333,34.7066667,34.8147221999999
3389,CM_3389_Pub_1874_Corr_1904,1874,1979,1/20 000,Dépôt des Cartes et Plans de la Marine.,DA (59 x 46 cm),"PACIFIQUE,INTERIEURE (Mer)",JAPON,"SETO UTCHI, SETO NAIKAI, HARIMA NADA, SAKOSHI (Baie), OO-URA (Baie), MOROTSU (Baie)","DUPRE,BANARE (A),BESSON (A),TESSIER (J)",DUFOUR (F),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3389_Pub_1874_Remp_1937_Corr_1971/file/ARCHIVES_CM_3389_Pub_1874_Remp_1937_Corr_1971.7z,134.41,134.5083333,34.7066667,34.8147221999999
3389,CM_3389_Pub_1874_Remp_1937_Corr_1971,1874,1979,1/20 000,Dépôt des Cartes et Plans de la Marine.,DA (59 x 46 cm),"PACIFIQUE,INTERIEURE (Mer)",JAPON,"SETO UTCHI, SETO NAIKAI, HARIMA NADA, SAKOSHI (Baie), OO-URA (Baie), MOROTSU (Baie)","DUPRE,BANARE (A),BESSON (A),TESSIER (J)",DUFOUR (F),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3390_Pub_1874/file/ARCHIVES_CM_3390_Pub_1874.7z,134.41,134.5083333,34.7066667,34.8147221999999
3390,CM_3390_Pub_1874,1874,1980,1/35 600,Dépôt des Cartes et Plans de la Marine.,QA (45 x 29 cm),PACIFIQUE,"FIJI (îles),FIDJI (îles)","VITI (îles), MATUKU (île)","DENHAM,BOUQUET DE LA GRYE (A)",BOUQUET DE LA GRYE (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3390_Pub_1874_Corr_1954/file/ARCHIVES_CM_3390_Pub_1874_Corr_1954.7z,179.6925,179.7905556,19.0894444,19.2322221999999
3390,CM_3390_Pub_1874_Corr_1954,1874,1980,1/35 600,"Service Hydrographique de la Marine, Paris.",QA (45 x 29 cm),PACIFIQUE,"FIJI (îles),FIDJI (îles)","VITI (îles), MATUKU (île)","DENHAM,BOUQUET DE LA GRYE (A)",BOUQUET DE LA GRYE (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3391_Pub_1874/file/ARCHIVES_CM_3391_Pub_1874.7z,179.6925,179.7905556,19.0894444,19.2322221999999
3391,CM_3391_Pub_1874,1874,1935,1/149 000,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"PACIFIQUE,OCEANIE",,"TUAMOTU (Archipel), HAO (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3391_Pub_1874_Ed_1894/file/ARCHIVES_CM_3391_Pub_1874_Ed_1894.7z,-141.0897222,-140.4688889,-18.4519443999999,-18.0511111
3391,CM_3391_Pub_1874_Ed_1894,1874,1935,1/149 000,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"PACIFIQUE,OCEANIE",,"TUAMOTU (Archipel), HAO (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3392_Pub_1874/file/ARCHIVES_CM_3392_Pub_1874.7z,-141.0897222,-140.4688889,-18.4519443999999,-18.0511111
3392,CM_3392_Pub_1874,1874,1935,1/144 000,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"PACIFIQUE,OCEANIE",,"TUAMOTU (Archipel), TAKAROA (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3392_Pub_1874_Corr_1901/file/ARCHIVES_CM_3392_Pub_1874_Corr_1901.7z,-145.1072222,-144.8136111,-14.7022222,-14.3225
3392,CM_3392_Pub_1874_Corr_1901,1874,1935,1/144 000,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"PACIFIQUE,OCEANIE",,"TUAMOTU (Archipel), TAKAROA (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3393_Pub_1874_Ed_1901_Corr_1902/file/ARCHIVES_CM_3393_Pub_1874_Ed_1901_Corr_1902.7z,-145.1072222,-144.8136111,-14.7022222,-14.3225
3393,CM_3393_Pub_1874_Ed_1901_Corr_1902,1874,1935,1/10 000,Dépôt des Cartes et Plans de la Marine.,HA (30 x 22 cm),"PACIFIQUE,OCEANIE",,"TUAMOTU (Archipel), MAKEMO (Passe Nord-Est), ARIKITAMIRO (Passe)",LACHAVE,MEA (P),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3394_Pub_1874/file/ARCHIVES_CM_3394_Pub_1874.7z,-143.583333299999,-143.555,-16.6194443999999,-16.6408333
3394,CM_3394_Pub_1874,1874,1935,1/150 000,Dépôt des Cartes et Plans de la Marine.,HA (30 x 32 cm),"PACIFIQUE,OCEANIE",,"TUAMOTU (Archipel), MANIHI (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3394_Pub_1874_Corr_1923/file/ARCHIVES_CM_3394_Pub_1874_Corr_1923.7z,-146.449999999999,-146.15,-14.7333333,-14.3333333
3394,CM_3394_Pub_1874_Corr_1923,1874,1935,1/150 000,Dépôt des Cartes et Plans de la Marine.,HA (30 x 32 cm),"PACIFIQUE,OCEANIE",,"TUAMOTU (Archipel), MANIHI (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3395_Pub_1874/file/ARCHIVES_CM_3395_Pub_1874.7z,-146.449999999999,-146.15,-14.7333333,-14.3333333
3395,CM_3395_Pub_1874,1874,1882,1/12 500,Dépôt des Cartes et Plans de la Marine.,HA (29 x 22 cm),"PACIFIQUE,OCEANIE",,"TUAMOTU (Archipel), FAKARAVA (île), KAUA (Mouillage)",LACHAVE,MEA (P),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3396_Pub_1874/file/ARCHIVES_CM_3396_Pub_1874.7z,-145.7233333,-145.688888899999,-16.1,-16.0666666999999
3396,CM_3396_Pub_1874,1874,0,1/150 000,Dépôt des Cartes et Plans de la Marine.,HA (29 x 22 cm),"PACIFIQUE,OCEANIE",,"TUAMOTU (Archipel), AHE (île)",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3397_Pub_1874/file/ARCHIVES_CM_3397_Pub_1874.7z,-146.4708333,-146.1652778,-14.7916667,-14.3916667
3397,CM_3397_Pub_1874,1874,1887,1/291 200,Dépôt des Cartes et Plans de la Marine.,DA (60 x 42 cm),"PACIFIQUE,AMERIQUE DU SUD (Côte Ouest),AMERIQUE DU SUD (Côte Ouest)",CHILI,"MAGELLAN (Détroit), EVANGELISTES (îles), NOTCH (Cap)",,ERHARD,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3397_Pub_1874_Corr_1880/file/ARCHIVES_CM_3397_Pub_1874_Corr_1880.7z,-75.2333332999999,-72.6666666999999,-53.4833332999999,-52.3666667
3397,CM_3397_Pub_1874_Corr_1880,1874,1887,1/291 200,Dépôt des Cartes et Plans de la Marine.,DA (60 x 42 cm),"PACIFIQUE,AMERIQUE DU SUD (Côte Ouest),AMERIQUE DU SUD (Côte Ouest)",CHILI,"MAGELLAN (Détroit), EVANGELISTES (îles), NOTCH (Cap)",,ERHARD,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3398_Pub_1874/file/ARCHIVES_CM_3398_Pub_1874.7z,-75.2333332999999,-72.6666666999999,-53.4833332999999,-52.3666667
3398,CM_3398_Pub_1874,1874,1887,1/287 500,Dépôt des Cartes et Plans de la Marine.,DA (61 x 45 cm),AMERIQUE DU SUD (Partie Sud),CHILI,"MAGELLAN (Détroit), NOTCH (Cap), LAREDO (Baie)",,ERHARD,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3398_Pub_1874_Ed_1883_Corr_1884/file/ARCHIVES_CM_3398_Pub_1874_Ed_1883_Corr_1884.7z,-72.9416666999999,-70.3333333,-54.0416667,-52.8916667
3398,CM_3398_Pub_1874_Ed_1883_Corr_1884,1874,1887,1/287 500,Dépôt des Cartes et Plans de la Marine.,DA (61 x 45 cm),AMERIQUE DU SUD (Partie Sud),CHILI,"MAGELLAN (Détroit), NOTCH (Cap), LAREDO (Baie)",,ERHARD,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3399_Pub_1874/file/ARCHIVES_CM_3399_Pub_1874.7z,-72.9416666999999,-70.3333333,-54.0416667,-52.8916667
3399,CM_3399_Pub_1874,1874,1914,1/604 000,Dépôt des Cartes et Plans de la Marine.,GA (90 x 60 cm),"PACIFIQUE,AMERIQUE DU SUD (Côte Ouest),AMERIQUE DU SUD (Côte Ouest)",CHILI,"PATAGONIE (Côte Ouest), PENAS (Golfe), MAGELLAN (Entrée du Détroit)","KING,MAYNE","DELAUNE,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3399_Pub_1874_Ed_1896_Corr_1905/file/ARCHIVES_CM_3399_Pub_1874_Ed_1896_Corr_1905.7z,-77.3333333,-72.3333333,-52.35,-47.4708333
3399,CM_3399_Pub_1874_Ed_1896_Corr_1905,1874,1914,1/604 000,Dépôt des Cartes et Plans de la Marine.,GA (90 x 60 cm),"PACIFIQUE,AMERIQUE DU SUD (Côte Ouest),AMERIQUE DU SUD (Côte Ouest)",CHILI,"PATAGONIE (Côte Ouest), PENAS (Golfe), MAGELLAN (Entrée du Détroit)","KING,MAYNE","DELAUNE,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3400_Pub_1874/file/ARCHIVES_CM_3400_Pub_1874.7z,-77.3333333,-72.3333333,-52.35,-47.4708333
3400,CM_3400_Pub_1874,1874,1908,1/10 150,Dépôt des Cartes et Plans de la Marine.,GA (89 x 63 cm),MEDITERRANEE,FRANCE (Côte Sud),"LION (Golfe), MARSEILLE (Port)","MONNIER,GERMAIN,HATT,BOUILLET",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3400_Pub_1874_Corr_1905/file/ARCHIVES_CM_3400_Pub_1874_Corr_1905.7z,5.3063889,5.3805556,43.2586111,43.34
3400,CM_3400_Pub_1874_Corr_1905,1874,1908,1/10 150,Dépôt des Cartes et Plans de la Marine.,GA (89 x 63 cm),MEDITERRANEE,FRANCE (Côte Sud),"LION (Golfe), MARSEILLE (Port)","MONNIER,GERMAIN,HATT,BOUILLET",,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3401_Pub_1874/file/ARCHIVES_CM_3401_Pub_1874.7z,5.3063889,5.3805556,43.2586111,43.34
3401,CM_3401_Pub_1874,1874,1914,1/77 167,Dépôt des Cartes et Plans de la Marine.,GA (96 x 64 cm),"ATLANTIQUE,NORD (Mer)",ANGLETERRE (Côte Est),"TAMISE (Cours), NORTHFORELAND, LONDRES",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3401_Pub_1874_Ed_1890/file/ARCHIVES_CM_3401_Pub_1874_Ed_1890.7z,0.4038889,1.5205556,51.3472221999999,51.7888889
3401,CM_3401_Pub_1874_Ed_1890,1874,1914,1/77 167,Dépôt des Cartes et Plans de la Marine.,GA (96 x 64 cm),"ATLANTIQUE,NORD (Mer)",ANGLETERRE (Côte Est),"TAMISE (Cours), NORTHFORELAND, LONDRES",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3401_Pub_1874_Ed_1909_Corr_1913/file/ARCHIVES_CM_3401_Pub_1874_Ed_1909_Corr_1913.7z,0.4038889,1.5205556,51.3472221999999,51.7888889
3401,CM_3401_Pub_1874_Ed_1909_Corr_1913,1874,1914,1/77 167,Dépôt des Cartes et Plans de la Marine.,GA (96 x 64 cm),"ATLANTIQUE,NORD (Mer)",ANGLETERRE (Côte Est),"TAMISE (Cours), NORTHFORELAND, LONDRES",,,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3402_Pub_1875/file/ARCHIVES_CM_3402_Pub_1875.7z,0.4038889,1.5205556,51.3472221999999,51.7888889
3402,CM_3402_Pub_1875,1875,0,1/314 600,Dépôt des Cartes et Plans de la Marine.,GA (93 x 63 cm),"ATLANTIQUE,MANCHE,NORD (Mer)","ANGLETERRE (Côte Sud-Est),FRANCE (Côte Nord),BELGIQUE,PAYS-BAS",PAS DE CALAIS,VIDALIN (F),"PAJADON,NAUDIN,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3402_Pub_1875_Ed_1918_Corr_1920/file/ARCHIVES_CM_3402_Pub_1875_Ed_1918_Corr_1920.7z,0.5,4.6666667,50.7,52.5
3402,CM_3402_Pub_1875_Ed_1918_Corr_1920,1875,0,1/314 600,Dépôt des Cartes et Plans de la Marine.,GA (93 x 63 cm),"ATLANTIQUE,MANCHE,NORD (Mer)","ANGLETERRE (Côte Sud-Est),FRANCE (Côte Nord),BELGIQUE,PAYS-BAS",PAS DE CALAIS,VIDALIN (F),"PAJADON,NAUDIN,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3402_Pub_1875_Ed_1955_GC_1983_Corr_1989/file/ARCHIVES_CM_3402_Pub_1875_Ed_1955_GC_1983_Corr_1989.7z,0.5,4.6666667,50.7,52.5
3402,CM_3402_Pub_1875_Ed_1955_GC_1983_Corr_1989,1875,0,1/314 600,Service hydrographique et océanographique de la Marine.,GA (93 x 63 cm),"ATLANTIQUE,MANCHE,NORD (Mer)","ANGLETERRE (Côte Sud-Est),FRANCE (Côte Nord),BELGIQUE,PAYS-BAS",PAS DE CALAIS,VIDALIN (F),"PAJADON,NAUDIN,DUMAS-VORZET (Er)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3411_Pub_1875/file/ARCHIVES_CM_3411_Pub_1875.7z,0.5,4.6666667,50.7,52.5
3411,CM_3411_Pub_1875,1875,1975,1/15 080,Dépôt des Cartes et Plans de la Marine.,GA (88 x 60 cm),PACIFIQUE,POLYNESIE FRANCAISE,"SOCIETE (îles), TAHITI (île - Côte Nord-Est), FAARUMAI, TAIPAHIA (Baie)","CLOUE (G),LE CLERC,MINIER,LAPIED",GEISENDORFER (J),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3411_Pub_1875_Corr_1881/file/ARCHIVES_CM_3411_Pub_1875_Corr_1881.7z,-149.389999999999,-149.2622222,-17.5802778,-17.4994444
3411,CM_3411_Pub_1875_Corr_1881,1875,1975,1/15 080,Dépôt des Cartes et Plans de la Marine.,GA (88 x 60 cm),PACIFIQUE,POLYNESIE FRANCAISE,"SOCIETE (îles), TAHITI (île - Côte Nord-Est), FAARUMAI, TAIPAHIA (Baie)","CLOUE (G),LE CLERC,MINIER,LAPIED",GEISENDORFER (J),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3411_Pub_1875_Ed_1933/file/ARCHIVES_CM_3411_Pub_1875_Ed_1933.7z,-149.389999999999,-149.2622222,-17.5802778,-17.4994444
3411,CM_3411_Pub_1875_Ed_1933,1875,1975,1/15 080,Dépôt des Cartes et Plans de la Marine.,GA (88 x 60 cm),PACIFIQUE,POLYNESIE FRANCAISE,"SOCIETE (îles), TAHITI (île - Côte Nord-Est), FAARUMAI, TAIPAHIA (Baie)","CLOUE (G),LE CLERC,MINIER,LAPIED",GEISENDORFER (J),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3412_Pub_1875_Corr_1882/file/ARCHIVES_CM_3412_Pub_1875_Corr_1882.7z,-149.389999999999,-149.2622222,-17.5802778,-17.4994444
3412,CM_3412_Pub_1875_Corr_1882,1875,1946,1/102 070,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)",ALGERIE,"TAFNA, ZAFARINES (îles)","MOUCHEZ (E),TURQUET,CHARNOZ,BOISTEL,PEPHAU,VINCENT,BONNAFFE,SELLIER","GERIN (A),NAUDIN,NYON,LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3412_Pub_1875_Corr_1908/file/ARCHIVES_CM_3412_Pub_1875_Corr_1908.7z,-2.4444444,-1.4377778,34.9736110999999,35.5249999999999
3412,CM_3412_Pub_1875_Corr_1908,1875,1946,1/102 070,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)",ALGERIE,"TAFNA, ZAFARINES (îles)","MOUCHEZ (E),TURQUET,CHARNOZ,BOISTEL,PEPHAU,VINCENT,BONNAFFE,SELLIER","GERIN (A),NAUDIN,NYON,LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3412_Pub_1875_Remp_1939_Corr_1945/file/ARCHIVES_CM_3412_Pub_1875_Remp_1939_Corr_1945.7z,-2.4444444,-1.4377778,34.9736110999999,35.5249999999999
3412,CM_3412_Pub_1875_Remp_1939_Corr_1945,1875,1946,1/102 070,Dépôt des Cartes et Plans de la Marine.,GA (89 x 60 cm),"MEDITERRANEE,AFRIQUE (Côte Nord)",ALGERIE,"TAFNA, ZAFARINES (îles)","MOUCHEZ (E),TURQUET,CHARNOZ,BOISTEL,PEPHAU,VINCENT,BONNAFFE,SELLIER","GERIN (A),NAUDIN,NYON,LEFEVRE (F)",http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3413_Pub_1875/file/ARCHIVES_CM_3413_Pub_1875.7z,-2.4444444,-1.4377778,34.9736110999999,35.5249999999999
3413,CM_3413_Pub_1875,1875,0,1/14 400,Dépôt des Cartes et Plans de la Marine.,QA (45 x 29 cm),ATLANTIQUE,FRANCE (Côte Ouest),AUDIERNE (Port),ESTIGNARD (X),BOUQUET DE LA GRYE (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3413_Pub_1875_Ed_1888_Corr_1896/file/ARCHIVES_CM_3413_Pub_1875_Ed_1888_Corr_1896.7z,-4.5652778,-4.5097222,47.9752778,48.0330555999999
3413,CM_3413_Pub_1875_Ed_1888_Corr_1896,1875,0,1/14 400,Dépôt des Cartes et Plans de la Marine.,QA (45 x 29 cm),ATLANTIQUE,FRANCE (Côte Ouest),AUDIERNE (Port),ESTIGNARD (X),BOUQUET DE LA GRYE (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3413_Pub_1875_Ed_1905_Corr_1938/file/ARCHIVES_CM_3413_Pub_1875_Ed_1905_Corr_1938.7z,-4.5652778,-4.5097222,47.9752778,48.0330555999999
3413,CM_3413_Pub_1875_Ed_1905_Corr_1938,1875,0,1/14 400,Dépôt des Cartes et Plans de la Marine.,QA (45 x 29 cm),ATLANTIQUE,FRANCE (Côte Ouest),AUDIERNE (Port),ESTIGNARD (X),BOUQUET DE LA GRYE (A),http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3414_Pub_1875/file/ARCHIVES_CM_3414_Pub_1875.7z,-4.5652778,-4.5097222,47.9752778,48.0330555999999
3414,CM_3414_Pub_1875,1875,1887,1/46 250,Dépôt des Cartes et Plans de la Marine.,GA (89 x 61 cm),"ATLANTIQUE,AFRIQUE (Côte Ouest)",GABON,"BIAFRA (Golfe), GABON (Estuaire)","BOURGOIS,AYMES (A)",DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3415_Pub_1875/file/ARCHIVES_CM_3415_Pub_1875.7z,9.47749999999999,9.8491667,0.0686111,0.32
3415,CM_3415_Pub_1875,1875,1895,1/74 800,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Ouest), BONNE BAIE",PLOIX (Ch),DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3415_Pub_1875_Ed_1887/file/ARCHIVES_CM_3415_Pub_1875_Ed_1887.7z,-58.1666667,-57.7,49.3624999999999,49.6138888999999
3415,CM_3415_Pub_1875_Ed_1887,1875,1895,1/74 800,Dépôt des Cartes et Plans de la Marine.,QA (45 x 30 cm),"ATLANTIQUE,AMERIQUE DU NORD (Côte Est)",CANADA (Côte Est),"TERRE-NEUVE (Côte Ouest), BONNE BAIE",PLOIX (Ch),DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3416_Pub_1875/file/ARCHIVES_CM_3416_Pub_1875.7z,-58.1666667,-57.7,49.3624999999999,49.6138888999999
3416,CM_3416_Pub_1875,1875,1899,1/50 000,Dépôt des Cartes et Plans de la Marine.,GA (90 x 60 cm),"PACIFIQUE,CHINE (Mer)","COCHINCHINE (Basse),VIETNAM","CAMBODGE (Cours), HAU GIANG (Cours)",HANUSSE,DELAMARE,http://services.data.shom.fr/INSPIRE/telechargement/prepackageGroup/ARCHIVES_CARTES_MARINES_PACK_DL/prepackage/ARCHIVES_CM_3417_Pub_1875/file/ARCHIVES_CM_3417_Pub_1875.7z,105.7416667,106.291666699999,9.5625,10.05
